"AA_Service_Name","base_URL","query_path","page_views","search_text_query"
"OG-GO","search.open.canada.ca/en/od/","?sort=last_modified_tdt%20desc&page=1&search_text=map%20north&od-search-keywords=boundaries",1,"map north"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=internet%20speed&od-search-keywords=internet&od-search-format=",1,"internet speed"
"OG-GO","search.open.canada.ca/en/od/","?sort=last_modified_tdt%20desc&page=2&search_text=pipeline",1,"pipeline"
"OG-GO","search.open.canada.ca/en/od/","?search_text=festival+franco-ontarien",1,"festival+franco-ontarien"
"OG-GO","search.open.canada.ca/en/od/","?search_text=optical%2c+chemical%2c+and+biological+oceanographic+conditions+on+the+scotian+shelf+and",1,"optical,+chemical,+and+biological+oceanographic+conditions+on+the+scotian+shelf+and"
"OG-GO","search.open.canada.ca/en/od/","?od-search-portal=open%20data&search_text=aafc+2016+agri-environmental+relative+soil+organic+carbon+",1,"aafc+2016+agri-environmental+relative+soil+organic+carbon+"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=poi",1,"poi"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=&od-search-format=kmz|ascii%20grid|gdb|geojson|csv|kml|lyr|sql",1,""
"OG-GO","search.open.canada.ca/en/od/","?sort=last_modified_tdt desc&page=2&search_text=civil aircraft",1,"civil aircraft"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=geographic%20location",1,"geographic location"
"OG-GO","search.open.canada.ca/en/od/","?od-search-portal=open%20data&search_text=climate",1,"climate"
"OG-GO","search.open.canada.ca/en/od/","?sort=last_modified_tdt%20desc&page=1&search_text=&od-search-keywords=bathymetry",1,""
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=2&search_text=average%20household%20income%20by%20fsa%20(2016)&od-search-key",1,"average household income by fsa (2016)"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=check%20my%20balance",1,"check my balance"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=atlantic%20ocean&od-search-format=fgdb%2fgdb",1,"atlantic ocean"
"OG-GO","search.open.canada.ca/en/od/","?od-search-portal=open%20data&search_text=shape+files",1,"shape+files"
"OG-GO","search.open.canada.ca/en/od/","?sort=last_modified_tdt%20desc&page=1&od-search-portal=open%20information&search_text=&_ga=2.8799304",1,""
"OG-GO","search.open.canada.ca/en/od/","?sort=last_modified_tdt%20desc&page=1&search_text=&od-search-rsct=application",1,""
"OG-GO","search.open.canada.ca/en/od/","?search_text=canadian+visa+contact+number",1,"canadian+visa+contact+number"
"OG-GO","search.open.canada.ca/en/od/","?sort=last_modified_tdt%20desc&page=1&search_text=&od-search-portal=open%20data&_ga=2.12650494.87867",1,""
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=medicago",1,"medicago"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=covid&od-search-portal=open%20data|open%20information&_ga=2.82",1,"covid"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=5&search_text=elections%20canada",1,"elections canada"
"OG-GO","search.open.canada.ca/en/od/","?sort=last_modified_tdt%20desc&page=1&search_text=&od-search-keywords=territories|earth%20sciences",1,""
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=2&search_text=food%20location",1,"food location"
"OG-GO","search.open.canada.ca/en/od/","?sort=last_modified_tdt%20desc&page=1&search_text=sst",1,"sst"
"OG-GO","search.open.canada.ca/en/od/","?search_text=hrdpa",1,"hrdpa"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=water%20source&od-search-jur=provincial|federal",1,"water source"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=&od-search-format=kmz|ascii%20grid|gdb|geojson|csv",1,""
"OG-GO","search.open.canada.ca/en/od/","?sort=last_modified_tdt%20desc&page=1&search_text=&od-search-col=federated%20open%20data|geospatial",1,""
"OG-GO","search.open.canada.ca/en/od/","?od-search-portal=open%20data&search_text=jesus+yanes+",1,"jesus+yanes+"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=bank",1,"bank"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=4&search_text=&od-search-subjects=education%20and%20training",1,""
"OG-GO","search.open.canada.ca/en/od/","?od-search-portal=open%20data&search_text=ecological+integrity",1,"ecological+integrity"
"OG-GO","search.open.canada.ca/en/od/","?search_text=unspsc",1,"unspsc"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=2&search_text=building",1,"building"
"OG-GO","search.open.canada.ca/en/od/","?search_text=images",1,"images"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=4&search_text=age%20distribution",1,"age distribution"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=demand%20for%20energy&od-search-col=federated%20open%20data",1,"demand for energy"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=medical%20expenses",1,"medical expenses"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=budget",1,"budget"
"OG-GO","search.open.canada.ca/en/od/","?sort=last_modified_tdt%20desc&page=1&search_text=&od-search-portal=open%20data&_ga=2.55238187.12352",1,""
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=naics%20business",1,"naics business"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=my%20mail&od-search-format=html&od-search-update=as%20needed",1,"my mail"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=soybeans",1,"soybeans"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=groundwater&od-search-jur=provincial|federal&od-search-format=",1,"groundwater"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=2&search_text=food",1,"food"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=2&search_text=tas",1,"tas"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=&od-search-orgs=treasury%20board%20of%20canada%20secretariat&o",1,""
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=3&search_text=vehicle",1,"vehicle"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=weather%20stations&od-search-format=shp|csv",1,"weather stations"
"OG-GO","search.open.canada.ca/en/od/","?sort=last_modified_tdt%20desc&page=1&od-search-col=open%20maps&search_text=&_ga=2.204814480.1616438",1,""
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=2&search_text=annual%20refugees",1,"annual refugees"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=covid&od-search-portal=open%20data|open%20information&_ga=2.51",1,"covid"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=5&search_text=covid&od-search-portal=open%20data",1,"covid"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=business%20liistings",1,"business liistings"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=what%20is%20in%20the%20vaccines",1,"what is in the vaccines"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=injuries&od-search-keywords=internet%20use&od-search-format=cs",1,"injuries"
"OG-GO","search.open.canada.ca/en/od/","?sort=last_modified_tdt%20desc&page=2&search_text=images",1,"images"
"OG-GO","search.open.canada.ca/en/od/","?search_text=how+much+to+claim+for+the+uccb",1,"how+much+to+claim+for+the+uccb"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=&od-search-format=kmz|ascii%20grid",1,""
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=privacy%20impact%20assessment",1,"privacy impact assessment"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=soils%20of%20canada",1,"soils of canada"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=hospitals",1,"hospitals"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=naranjas",1,"naranjas"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=4&search_text=cities%20british%20columbia",1,"cities british columbia"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=eqao",1,"eqao"
"OG-GO","search.open.canada.ca/en/od/","?od-search-portal=open%20data&search_text=rss",1,"rss"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=&od-search-format=kmz",1,""
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=4&search_text=connectivity&od-search-format=csv",1,"connectivity"
"OG-GO","search.open.canada.ca/en/od/","?sort=last_modified_tdt%20desc&page=1&search_text=%27canadian%20business%20counts,%20with%20employee",1,"'canadian business counts, with employee"
"OG-GO","search.open.canada.ca/en/od/","?sort=last_modified_tdt%20desc&page=1&search_text=&od-search-portal=open%20data&_ga=2.228544093.1924",1,""
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=weather&od-search-format=fgdb%2fgdb",1,"weather"
"OG-GO","search.open.canada.ca/en/od/","?search_text=anti-semitism",1,"anti-semitism"
"OG-GO","search.open.canada.ca/en/od/","?sort=last_modified_tdt%20desc&page=1&search_text=&od-search-col=open%20maps&od-search-keywords=cana",1,""
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=&od-search-keywords=mobility&od-search-format=csv&od-search-rs",1,""
"OG-GO","search.open.canada.ca/en/od/","?search_text=breach",1,"breach"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=contour%20lines&od-search-col=geospatial",1,"contour lines"
"OG-GO","search.open.canada.ca/en/od/","?sort=last_modified_tdt%20desc&page=1&search_text=pelagic&od-search-orgs=environment%20and%20climate",1,"pelagic"
"OG-GO","search.open.canada.ca/en/od/","?od-search-portal=open%20data&search_text=earth+observation+space",1,"earth+observation+space"
"OG-GO","search.open.canada.ca/en/od/","?search_text=which+company+is+register+under+the+id+886412675rp0001+",1,"which+company+is+register+under+the+id+886412675rp0001+"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=2&search_text=food&od-search-col=geospatial",1,"food"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=3&search_text=diabetes",1,"diabetes"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=swamps&od-search-format=shp",1,"swamps"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=income&od-search-orgs=government%20of%20ontario|statistics%20c",1,"income"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=&od-search-col=reports%20tabled%20in%20parliament&_ga=2.150026",1,""
"OG-GO","search.open.canada.ca/en/od/","?search_text=atip+statistics",1,"atip+statistics"
"OG-GO","search.open.canada.ca/en/od/","?od-search-portal=open%20data&search_text=immigration+",1,"immigration+"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=7ece0318-7f79-4047-86e1-a7e05fb6ec9b",1,"7ece0318-7f79-4047-86e1-a7e05fb6ec9b"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=4&search_text=dem",1,"dem"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=3&search_text=immigrants%20in%20ontario%27",1,"immigrants in ontario'"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=public%20transport&od-search-subjects=transport",1,"public transport"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=2&search_text=median%20household%20income%20by%20census%20metropolitan%20are",1,"median household income by census metropolitan are"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=annual%20refugees",1,"annual refugees"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=5&search_text=saskatchewan&od-search-col=geospatial",1,"saskatchewan"
"OG-GO","search.open.canada.ca/en/od/","?sort=score desc&page=1&search_text=&od-search-orgs=department%20of%20finance%20canada",1,""
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=5&search_text=gross%20domestic%20product%20(gdp)%20at%20basic%20prices,%20by",1,"gross domestic product (gdp) at basic prices, by"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=alberta%20cities&od-search-format=shp",1,"alberta cities"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=heterodon",1,"heterodon"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=2&search_text=swamps&od-search-format=shp",1,"swamps"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=township%20ontario",1,"township ontario"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=bike&od-search-subjects=transport",1,"bike"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=temperature%20british%20columbia&od-search-format=geotif|fgdb%",1,"temperature british columbia"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=apply%20cpp",1,"apply cpp"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=2&search_text=unrepresented%20employees%20on%20sick%20leave",1,"unrepresented employees on sick leave"
"OG-GO","search.open.canada.ca/en/od/","?od-search-portal=open%20data&search_text=vitamin",1,"vitamin"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=3&search_text=connectivity&od-search-format=csv",1,"connectivity"
"OG-GO","search.open.canada.ca/en/od/","?sort=last_modified_tdt%20desc&page=1&search_text=sst%20arctic",1,"sst arctic"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=9&search_text=elections%20canada",1,"elections canada"
"OG-GO","search.open.canada.ca/en/od/","?sort=last_modified_tdt%20desc&page=1&od-search-portal=open%20information&search_text=&_ga=2.1253582",1,""
"OG-GO","search.open.canada.ca/en/od/","?sort=last_modified_tdt%20desc&page=1&search_text=digitial",1,"digitial"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=&od-search-orgs=immigration%20and%20refugee%20board%20of%20can",1,""
"OG-GO","search.open.canada.ca/en/od/","?sort=last_modified_tdt%20desc&page=1&search_text=northwest%20territories%20nunavut",1,"northwest territories nunavut"
"OG-GO","search.open.canada.ca/en/od/","?sort=last_modified_tdt%20desc&page=1&search_text=&od-search-portal=open%20data&_ga=2.251019590.1908",1,""
"OG-GO","search.open.canada.ca/en/od/","?sort=last_modified_tdt%20desc&page=1&search_text=covid&od-search-subjects=health%20and%20safety",1,"covid"
"OG-GO","search.open.canada.ca/en/od/","?sort=last_modified_tdt%20desc&page=1&search_text=&od-search-portal=open%20data&_ga=2.19010045.41336",1,""
"OG-GO","search.open.canada.ca/en/od/","?od-search-portal=open%20data&search_text=contributions",1,"contributions"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=contour%20lines%20nova%20scotia&od-search-col=geospatial",1,"contour lines nova scotia"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=gdp%20population&od-search-format=csv",1,"gdp population"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=soils%20of%20canada&od-search-format=fgdb%2fgdb|gpkg|shp|kmz",1,"soils of canada"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=food%20location",1,"food location"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=climate&od-search-keywords=arctic",1,"climate"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=soils%20of%20canada&od-search-col=geospatial",1,"soils of canada"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=policy%20suite",1,"policy suite"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=%22food%22%20and%20%22location%22&od-search-col=geospatial",1,"""food"" and ""location"""
"OG-GO","search.open.canada.ca/en/od/","?search_text=importers",1,"importers"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=pedestrians",1,"pedestrians"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=suspended%20sediment",1,"suspended sediment"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=&od-search-keywords=internet%20use&od-search-format=csv&od-sea",1,""
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=7&search_text=",1,""
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=all%20departments",1,"all departments"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=water%20quality%20nova%20scotia",1,"water quality nova scotia"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=&od-search-keywords=environment&od-search-format=shp",1,""
"OG-GO","search.open.canada.ca/en/od/","?search_text=opp+arp+mar+species+presence+salmon+rivers",1,"opp+arp+mar+species+presence+salmon+rivers"
"OG-GO","search.open.canada.ca/en/od/","?search_text=computer+science",1,"computer+science"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=3&search_text=cannabis",1,"cannabis"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=brazilians",1,"brazilians"
"OG-GO","search.open.canada.ca/en/od/","?sort=title_en_s%20asc&page=1&search_text=093f",1,"093f"
"OG-GO","search.open.canada.ca/en/od/","?sort=last_modified_tdt%20desc&page=1&search_text=&od-search-portal=open%20data&_ga=2.85335441.90514",1,""
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=naics%204451",1,"naics 4451"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=%22data.ec.gc.ca%22",1,"""data.ec.gc.ca"""
"OG-GO","search.open.canada.ca/en/od/","?od-search-portal=open%20data&search_text=alberta+cities",1,"alberta+cities"
"OG-GO","search.open.canada.ca/en/od/","?sort=last_modified_tdt%20desc&page=2&search_text=transmission%20lines",1,"transmission lines"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=2&search_text=&od-search-orgs=government%20of%20new%20brunswick",1,""
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=rental&od-search-orgs=statistics%20canada",1,"rental"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=2&search_text=&od-search-subjects=health%20and%20safety|nature%20and%20envir",1,""
"OG-GO","search.open.canada.ca/en/od/","?sort=last_modified_tdt desc&page=1&search_text=&od-search-orgs=national%20defence|national%20defenc",1,""
"OG-GO","search.open.canada.ca/en/od/","?search_text=my+mail",1,"my+mail"
"OG-GO","search.open.canada.ca/en/od/","?sort=last_modified_tdt%20desc&page=1&search_text=power%20plants",1,"power plants"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=water%20phosphorus&od-search-format=csv|shp",1,"water phosphorus"
"OG-GO","search.open.canada.ca/en/od/","?od-search-portal=open%20data&search_text=industrial",1,"industrial"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=students&od-search-jur=provincial",1,"students"
"OG-GO","search.open.canada.ca/en/od/","?sort=last_modified_tdt%20desc&page=1&search_text=mining%20canada",1,"mining canada"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=advise%20tax%20filing",1,"advise tax filing"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=4&search_text=&od-search-subjects=transport",1,""
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=&od-search-format=kmz|ascii%20grid|gdb|geojson|csv|kml|lyr",1,""
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=theatre",1,"theatre"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=canada%20dem",1,"canada dem"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=2&search_text=elections%20canada",1,"elections canada"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=2&search_text=diabetes",1,"diabetes"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=2&search_text=&od-search-col=federated%20open%20data",1,""
"OG-GO","search.open.canada.ca/en/od/","?sort=last_modified_tdt%20desc&page=1&search_text=&od-search-portal=open%20data&_ga=2.54732267.11858",1,""
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=5&search_text=population%20estimates%20by%20census%20metropolitan%20area%20a",1,"population estimates by census metropolitan area a"
"OG-GO","search.open.canada.ca/en/od/","?sort=score desc&page=2&search_text=covid",1,"covid"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=employment%20rate",1,"employment rate"
"OG-GO","search.open.canada.ca/en/od/","?sort=last_modified_tdt desc&page=1&search_text=&od-search-orgs=agriculture%20and%20agri-food%20cana",1,""
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=&od-search-portal=open%20data&od-search-subjects=education%20a",1,""
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=c-fydn",1,"c-fydn"
"OG-GO","search.open.canada.ca/en/od/","?sort=last_modified_tdt%20desc&page=1&od-search-col=open%20maps&search_text=&_ga=2.261862925.1853265",1,""
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=population%20centres",1,"population centres"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=temporary%20foreign%20workers%20by%20census%20metropolitan%20a",1,"temporary foreign workers by census metropolitan a"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=soccer",1,"soccer"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=ogip&od-search-orgs=royal%20canadian%20mounted%20police",1,"ogip"
"OG-GO","search.open.canada.ca/en/od/","?od-search-col=open%20maps&search_text=ontario+realestate",1,"ontario+realestate"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=flood&od-search-format=shp",1,"flood"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=covid&od-search-portal=open%20information&od-search-format=csv",1,"covid"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=2&search_text=stream%20order%20northern%20ontario&od-search-col=geospatial",1,"stream order northern ontario"
"OG-GO","search.open.canada.ca/en/od/","?sort=last_modified_tdt%20desc&page=1&search_text=depth",1,"depth"
"OG-GO","search.open.canada.ca/en/od/","?sort=last_modified_tdt%20desc&page=3&search_text=northwest%20territories&od-search-format=shp",1,"northwest territories"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=3&search_text=&od-search-subjects=education%20and%20training",1,""
"OG-GO","search.open.canada.ca/en/od/","?sort=last_modified_tdt%20desc&page=4&search_text=northwest%20territories&od-search-format=shp",1,"northwest territories"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=6&search_text=elections%20canada",1,"elections canada"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=2&search_text=&od-search-subjects=education%20and%20training",1,""
"OG-GO","search.open.canada.ca/en/od/","?sort=title_en_s%20asc&page=5&search_text=national%20soil%20survey%20committee",1,"national soil survey committee"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=weather%20stations&od-search-format=shp",1,"weather stations"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=water%20source&od-search-jur=provincial",1,"water source"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=3&search_text=radar&od-search-format=wms",1,"radar"
"OG-GO","search.open.canada.ca/en/od/","?sort=last_modified_tdt%20desc&page=1&od-search-col=open%20maps&search_text=&_ga=2.12387188.19849217",1,""
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=fishes&od-search-subjects=nature%20and%20environment",1,"fishes"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=3&search_text=&od-search-format=json",1,""
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=&od-search-subjects=science%20and%20technology&od-search-rsct=",1,""
"OG-GO","search.open.canada.ca/en/od/","?sort=last_modified_tdt%20desc&page=1&search_text=seamounts",1,"seamounts"
"OG-GO","search.open.canada.ca/en/od/","?search_text=open+government+implementation+plan",1,"open+government+implementation+plan"
"OG-GO","search.open.canada.ca/en/od/","?search_text=particulate+matter+st+lawrence",1,"particulate+matter+st+lawrence"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=4&search_text=port",1,"port"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=radar&od-search-format=wms",1,"radar"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=2&search_text=forest&od-search-rsct=dataset",1,"forest"
"OG-GO","search.open.canada.ca/en/od/","?sort=last_modified_tdt%20desc&page=1&search_text=ontario%20line&od-search-rsct=dataset",1,"ontario line"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=transportation",1,"transportation"
"OG-GO","search.open.canada.ca/en/od/","?sort=last_modified_tdt%20desc&page=1&search_text=&od-search-portal=open%20data&_ga=2.81403742.83519",1,""
"OG-GO","search.open.canada.ca/en/od/","?sort=last_modified_tdt%20desc&page=1&search_text=&od-search-col=geospatial|open%20maps&od-search-rs",1,""
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=alberta%20dem",1,"alberta dem"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=library%20&od-search-rsct=website",1,"library "
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=mental&od-search-format=csv",1,"mental"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=5&search_text=intake&od-search-rsct=dataset",1,"intake"
"OG-GO","search.open.canada.ca/en/od/","?sort=score desc&page=1&search_text=workforce employment equity occupational groups",1,"workforce employment equity occupational groups"
"OG-GO","search.open.canada.ca/en/od/","?sort=last_modified_tdt%20desc&page=2&search_text=&od-search-jur=provincial&od-search-keywords=bathy",1,""
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=demographic&od-search-rsct=dataset",1,"demographic"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=&od-search-orgs=statistics%20canada|immigration%2c%20refugees%",1,""
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=2&search_text=contour&od-search-col=geospatial",1,"contour"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=greenhouse%20gas%20emissions",1,"greenhouse gas emissions"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=&od-search-jur=provincial&od-search-subjects=government%20and%",1,""
"OG-GO","search.open.canada.ca/en/od/","?search_text=npri",1,"npri"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=ecozones&od-search-format=zip",1,"ecozones"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=earth%20observation&od-search-orgs=natural%20resources%20canad",1,"earth observation"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=lung",1,"lung"
"OG-GO","search.open.canada.ca/en/od/","?search_text=bus",1,"bus"
"OG-GO","search.open.canada.ca/en/od/","?sort=score%20desc&page=1&search_text=&od-search-format=kmz|ascii%20grid|gdb|geojson|csv|kml",1,""
